Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
dictate,4.291666667,1.954,2.6,2.2,3.15,3.2,1.814814815,2.18,3.444444444,0.055555556,0.5,1,0.111111111,2.111111111,0.588235294,0.882352941,2.529411765,4.235294118,0.529411765,3.718121272,0.469230769,4.4,3.24,4.96,NA,4.4,0.6,0.48,0.423,0.668,2.12,10.26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473065764
diction,4.318181818,1.415,2.15,1.9,2.64,NA,NA,NA,3.857142857,0.071428571,0.214285714,0.571428571,0.071428571,1.5,0.5,1.125,3,3.6875,0.5,3.935571934,0.602272727,4.85,3.73,6.05,NA,4.85,0.15,0.439,0.373,0.679,0.85,13.06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417557329
dictionary,2.863636364,2.281,3.55,3.75,4.62,NA,6.04,NA,0.473684211,0.052631579,2.368421053,0.052631579,0.210526316,4.578947368,0.1,2.65,2.8,0.7,0.25,4.782795124,0.585034014,6.05,2.91,5.88,6.05,NA,1.05,0.62,0.25,0.598,1.27,7.28,4,4.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581428051
diesel,2.277777778,2.134,2.8,1.9,3.88,6,3.384615385,3.5,1.4,0.666666667,1,0.333333333,4.333333333,3.133333333,0,0.555555556,1.333333333,0.444444444,0,4.87994124,0.36809816,4.32,3.78,5.29,NA,4.32,0.68,0.49,0.327,0.448,1.04,11.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589081228
diet,3.391304348,2.895,1.7,1.85,3.21,5.4,1.833333333,4.73,0.761904762,1.904761905,0.761904762,1,1.095238095,2.238095238,0.8,1.65,2.9,3.3,2.35,2.77286006,0.190184049,4.42,3.83,5.29,NA,4.42,0.58,0.429,0.235,0.398,1.34,9.25,2,NA,2.67,3.7,2.24,3.17,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60487777
digestion,2.333333333,1.724,2.7,3.95,3.66,NA,4.214285714,NA,0.533333333,1.533333333,0.266666667,4.4,0.533333333,0.066666667,0.388888889,0.333333333,1.333333333,3.611111111,4.611111111,4.466612212,0.590909091,4.5,3.86,5.21,NA,4.5,0.5,0.531,0.41,0.455,1.16,10.26,6,4.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529446244
dignify,5.173913043,1.491,2.75,2.8,1.71,NA,NA,NA,1.8125,0,0.1875,1.0625,0.0625,1.6875,0.421052632,0.947368421,2.789473684,2.473684211,0.473684211,2.287268308,0.376623377,5.68,4.24,5.78,5.68,NA,0.68,0.854,0.588,0.735,NA,10.47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165491864
dilemma,3.8,2.127,3.6,2.8,2,NA,NA,NA,1.472222222,0,0.111111111,2.416666667,0.055555556,1.583333333,0.625,0.8125,3.21875,1.3125,0.59375,2.770950828,0.428571429,4.24,5.19,2.96,NA,4.24,0.76,0.153,0.59,0.43,1.95,10.72,10,NA,4.52,4,3.39,4.39,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531916022
dimension,2.434782609,2.375,2.7,2.5,2.5,NA,NA,NA,1.263157895,0.210526316,1.526315789,0.684210526,0.157894737,3.210526316,1,1.142857143,2.666666667,1.047619048,0.904761905,3.391131151,0.432835821,5.24,3.73,5,5.24,NA,0.24,0.592,0.415,0.627,1.91,10.26,8,NA,2.93,3.52,2.39,2.58,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605118275
dine,4.96,2.342,1,1,3.37,3.5,3.5,2.1,1.2,3.75,0.85,0.5,2.4,2.45,0.45,3.7,2.55,4.4,1.3,4.374850063,0.291479821,6.6,4,6.05,6.6,NA,1.6,0.821,0.519,0.478,1.4,8.95,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400846452
dinner,4.904761905,4.014,1.75,1.4,4.5,6.4,5.545454545,5.27,1.235294118,4.823529412,2.117647059,1.235294118,3.647058824,4.058823529,1.105263158,2.052631579,2.473684211,4,1.368421053,6.22194528,0.209621993,6.4,3.85,6.05,6.4,NA,1.4,0.823,0.392,0.379,1.6,3.99,2,3.257,NA,NA,NA,NA,NA,3.7742,0.2258,1.4516,1.3871,0.5484,4.129,0.2581,4.6129,0.129,3.9677,0,0,0.129,0,0.3226,0.613546014
dinosaur,1.583333333,2.31,3.75,3.15,4.87,NA,3.52173913,NA,2.027777778,0.055555556,0.888888889,0.222222222,0.722222222,3.555555556,0.46875,0.625,1.75,0.78125,0.3125,3.788548674,0.468401487,6.11,5.33,4.41,6.11,NA,1.11,0.448,0.63,0.596,1.23,4.91,2,5.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555986166
diploma,3.958333333,2.114,3.3,3.25,4.93,NA,5.96,NA,0.333333333,0.055555556,1.722222222,0.444444444,0.111111111,3.277777778,0.611111111,2.222222222,3,0.5,0.5,3.432741529,0.542056075,6.32,5.25,6.82,6.32,NA,1.32,0.75,0.462,0.731,1,9.33,6,3.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575569332
diplomacy,5.772727273,1.914,3.75,3.85,2.04,NA,NA,NA,2.666666667,0,0.166666667,0.777777778,0,2.277777778,0.45,1.1,2.3,2.75,0.55,3.149998485,0.452830189,5.53,5.22,5.42,5.53,NA,0.53,0.74,0.396,0.774,1.37,10.89,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564257085
dipstick,2,1.415,3.25,3.25,3.81,NA,5.185185185,NA,0.4375,0.3125,2.9375,0,0.6875,4.4375,0.210526316,2.263157895,1.842105263,0.263157895,0.368421053,4.836971963,0.503546099,4.09,3.52,3.8,NA,4.09,0.91,0.365,0.312,0.316,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194640413
direction,2.75,3.09,2.3,2.4,2.79,NA,2.304347826,NA,1.526315789,0.210526316,0.473684211,1.052631579,0.157894737,3.631578947,1.761904762,2.380952381,3.095238095,1.571428571,0.904761905,3.750044656,0.492537313,5.45,3.33,6.18,5.45,NA,0.45,0.719,0.33,0.684,2.07,6.68,4,4.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670160353
disagree,5.04,2.53,2.8,3,2.77,NA,NA,NA,2.294117647,0.117647059,0.058823529,2.470588235,0.058823529,1.058823529,0.466666667,0.933333333,3.666666667,3.333333333,0.266666667,3.048936927,0.398058252,2.84,4.9,5.45,NA,2.84,2.16,0.133,0.59,0.345,1.9,8.37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5281021
disappear,2.652173913,3.029,3.4,2.8,2.86,NA,NA,NA,1,0.272727273,0.818181818,1.227272727,0.545454545,3.545454545,1.19047619,1.047619048,1.714285714,0.666666667,1,3.6379231,0.441717791,4.1,4.35,5.42,NA,4.1,0.9,0.143,0.441,0.35,2.1,5.37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573000491
disappointment,4.476190476,2.444,4.9,4.7,1.93,NA,NA,NA,1.818181818,0.090909091,0.227272727,4.090909091,0.136363636,2.181818182,0.111111111,0.222222222,3.833333333,1.111111111,0.444444444,4.394678169,0.468085106,2.79,4.9,4.08,NA,2.79,2.21,0.115,0.49,0.336,1.95,8.32,4,NA,5.18,4.3,3.3,3.77,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564066827
disapproval,5.043478261,1.505,4.1,4.1,2.32,NA,NA,NA,3.55,0.15,0.15,1.75,0.05,2.65,0.25,1.2,3.05,2.85,0.35,4.095906086,0.421686747,3.4,4.23,5.26,NA,3.4,1.6,0.085,0.551,0.367,1.85,8.89,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490366995
disband,3.956521739,1.447,2.65,2.65,2.62,NA,NA,NA,1.588235294,0,0.647058824,0.352941176,0,3.176470588,0.722222222,0.944444444,1.444444444,1.055555556,0.388888889,3.313251491,0.551020408,4,3.38,5.36,NA,4,1,0.302,0.491,0.417,1.38,11.05,8,4.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424442619
discipline,5.304347826,2.666,3.3,2.85,2.24,NA,NA,NA,1.947368421,0,0.578947368,1.631578947,0.052631579,2.578947368,1.19047619,1.857142857,2.19047619,1.761904762,0.904761905,3.07496091,0.379844961,5.9,5.8,5.96,5.9,NA,0.9,0.615,0.471,0.806,1.53,7.7,6,4.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62136817
disclosure,3.454545455,1.716,3.4,3.1,2.18,NA,NA,NA,2.133333333,0.133333333,0.266666667,0.6,0,2.2,0.15,0.45,3,3.4,0.35,2.741045047,0.4125,4.71,3.15,4.27,NA,4.71,0.29,0.5,0.615,0.71,1.32,12.44,14,4.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559256375
disconnect,3.2,1.978,3.4,3.45,2.74,NA,NA,NA,1.529411765,0.058823529,0.941176471,1.411764706,0.058823529,3,0.75,1.75,2,0.7,0.8,3.246752435,0.420168067,3.81,3.12,4.6,NA,3.81,1.19,0.438,0.292,0.191,1.12,7.89,4,4.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37916714
discourage,4.826086957,1.839,3.4,3.4,1.9,NA,NA,NA,2.411764706,0,0.058823529,2.117647059,0,1.058823529,0.3,0.6,2.55,2.2,0.35,2.912745668,0.427083333,3.05,3.73,3.71,NA,3.05,1.95,0.184,0.443,0.267,2.08,9.32,6,4.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540113926
discouraging,4.380952381,1.623,4.1,4.25,1.83,NA,NA,NA,2.047619048,0.428571429,0.523809524,1.714285714,0.428571429,1.80952381,0.333333333,0.428571429,2.476190476,1.428571429,0.619047619,2.707580905,0.232876712,2.89,4.17,4.22,NA,2.89,2.11,0.167,0.469,0.281,2.14,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387443095
discourse,4.55,1.322,2.85,2.5,2.87,NA,NA,NA,3.764705882,0.764705882,1.058823529,1.941176471,0.705882353,2.647058824,0.222222222,0.888888889,2.5,2.611111111,0.277777778,4.330406031,0.281081081,3.18,4.27,5.2,NA,3.18,1.82,0.41,0.55,0.803,1.08,12.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576780736
discover,4.75,2.789,2.65,2.35,2.37,NA,NA,NA,2.25,1.25,2.3,1.3,1.45,3.7,1.263157895,1.736842105,3.263157895,0.789473684,0.736842105,4.334025613,0.2,7.18,5.7,6.79,7.18,NA,2.18,0.771,0.793,0.673,2.03,7.61,4,4.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629353285
discredit,4.28,1.672,3.45,3.3,2.28,NA,NA,NA,2.473684211,0.105263158,0.052631579,0.473684211,0.157894737,1.894736842,0,0.19047619,2.285714286,2.19047619,0.285714286,2.804179332,0.469387755,3.14,4.05,4.29,NA,3.14,1.86,0.075,0.529,0.355,1.8,11.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446591347
discrepancy,3.9,1.663,4.55,4.25,2.54,NA,NA,NA,2.733333333,0,0.466666667,1.133333333,0,2.933333333,0.142857143,0.571428571,2.428571429,1.666666667,0.380952381,3.614398969,0.403669725,3.43,3.75,3.73,NA,3.43,1.57,0.26,0.643,0.417,1.9,13.89,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466539234
disdain,4.19047619,1.447,2.9,2.5,1.83,2.5,NA,2.36,2,0,0.214285714,2.357142857,0.071428571,2.285714286,0.210526316,0.736842105,2.578947368,1.315789474,0.368421053,3.209103938,0.340206186,3.71,3.21,4.21,NA,3.71,1.29,0.153,0.446,0.441,1.78,13.44,14,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453974873
diseased,3.434782609,1.771,2.5,2.6,3.36,NA,NA,NA,1.277777778,0.055555556,0.888888889,2.777777778,1,3.333333333,1.631578947,2,2.368421053,1.684210526,1.894736842,3.963400712,0.351190476,2.24,5.48,3.08,NA,2.24,2.76,0.123,0.51,0.134,1.49,9.89,6,4.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429080695
disengage,4.272727273,1.74,3.8,4.75,2.69,NA,NA,NA,1.25,0.1,1.2,0.7,0.1,1.9,0.85,1.65,1.9,0.95,0.45,2.216211174,0.342857143,4.05,3.95,5.4,NA,4.05,0.95,0.406,0.529,0.304,NA,12.58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308680534
disguise,3.739130435,2.601,2.65,2.25,3.97,NA,3.346153846,NA,0.823529412,0.117647059,1.294117647,0.882352941,0.176470588,4.058823529,1.65,1.65,3,0.65,1.7,4.126874066,0.536,4.81,4.36,4.76,NA,4.81,0.19,0.573,0.694,0.431,1.91,8.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572887361
disgust,4.523809524,2.152,2.6,2.45,2.19,4.2,NA,4.27,2,1.95,0.95,3,1.8,2.75,0.227272727,0.5,3.590909091,1.681818182,1.227272727,4.119343947,0.164658635,3.32,5,4.84,NA,3.32,1.68,0.052,0.775,0.317,1.65,7.68,6,4.091,6.09,4.2,2.46,3.46,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502610922
disgusted,3.826086957,1.959,2.65,3.3,2.34,NA,NA,NA,1.894736842,1.315789474,1.263157895,3.105263158,1.684210526,2.157894737,0.368421053,0.947368421,3.736842105,2,1.052631579,3.822768794,0.161290323,2.68,4.89,4.24,NA,2.68,2.32,0.051,0.773,0.274,1.79,7.8,6,4.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51497525
dislike,4.227272727,2.303,2.75,2.45,1.7,NA,NA,NA,1.666666667,1.095238095,1.19047619,3.333333333,1.047619048,2,0.833333333,0.833333333,3.055555556,1.277777778,0.5,3.775498087,0.221198157,3.25,4.27,5.81,NA,3.25,1.75,0.156,0.406,0.321,1.84,5.42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553844094
dismal,3.047619048,1.69,2.4,2.4,2.38,3.2,NA,3.36,1.421052632,0.263157895,0.368421053,2.210526316,0.473684211,2.157894737,1.052631579,1.263157895,2.842105263,1.894736842,1.105263158,2.880246566,0.282442748,2.6,3.29,4.96,NA,2.6,2.4,0.194,0.45,0.192,1.9,10.56,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448432535
dismay,4.043478261,1.38,2.6,1.95,2.29,NA,NA,NA,2.444444444,0,0.222222222,3.5,0,2.444444444,1.052631579,0.947368421,3.052631579,1.789473684,1,4.162065703,0.406451613,3.1,2.85,3.95,NA,3.1,1.9,0.314,0.681,0.459,1.75,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527140141
dismiss,3.916666667,2.447,2.8,1.95,2.39,3.8,NA,2.3,2.3125,0.1875,0.125,1.125,0.125,1.875,0.3,2.05,2.3,2.9,0.7,2.732063012,0.380434783,4.58,3.7,5.08,NA,4.58,0.42,0.167,0.541,0.509,1.98,8.15,4,4.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534407437
dismissal,4.619047619,1.763,3.45,2.75,2,NA,NA,NA,2.7,0.05,0,0.9,0.05,3.85,0.111111111,0.944444444,1.722222222,2,0.111111111,4.263122073,0.509933775,4.05,4.48,4.79,NA,4.05,0.95,0.153,0.723,0.271,1.52,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565702438
disown,4.761904762,1.342,2.65,1.95,1.56,NA,NA,NA,1.5,0.111111111,0.222222222,1.555555556,0.111111111,2.611111111,0.5,0.75,2.2,2.25,0.7,2.922265219,0.409090909,2.29,4.54,3.64,NA,2.29,2.71,0.153,0.637,0.368,NA,11.61,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239062399
disparage,4.2,1.653,3.15,3.55,1.83,NA,NA,NA,2.266666667,0,0,1.866666667,0,1.266666667,0.3125,0.6875,2.1875,2.75,0.6875,2.722636493,0.419753086,3,3.96,3.52,NA,3,2,0.092,0.663,0.336,NA,14.88,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260679841
dispense,2.80952381,1.845,2.4,2,3.26,4.1,2.36,2.2,1.789473684,0.421052632,2.052631579,0.526315789,0.421052632,3.421052632,0.55,3.8,1.8,1.15,0.75,3.796311026,0.347560976,5.24,2.95,5.45,5.24,NA,0.24,0.561,0.52,0.518,2.01,9.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388544798
dispersal,3.347826087,1.38,3.1,3.3,2.78,NA,NA,NA,2.055555556,0.222222222,0.611111111,0.833333333,0.166666667,4.388888889,1.3125,2.5625,1.5625,1.25,0.875,4.547612682,0.510067114,4.91,4.43,5.16,NA,4.91,0.09,0.388,0.507,0.421,1.49,10.84,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4891541
displace,3.047619048,1.342,2.4,2,2.57,NA,NA,NA,0.294117647,0,1.176470588,0.235294118,0,2.764705882,1.285714286,3.238095238,1.952380952,0.761904762,1.142857143,2.83556275,0.618421053,2.89,3.8,4.65,NA,2.89,2.11,0.424,0.541,0.454,1.95,11.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405403435
dispute,5.32,2.207,2.5,2.6,2.9,3.7,1.772727273,2.8,3.611111111,0,0.222222222,1,0,2.555555556,0.4,1.2,2.75,3.35,0.4,4.016397169,0.488721805,2.52,4.55,4.14,NA,2.52,2.48,0.219,0.75,0.585,1.77,12.05,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635047495
disregard,3.545454545,2.255,3.6,3.9,1.9,NA,NA,NA,2.388888889,0.111111111,0.222222222,1.722222222,0.055555556,2.888888889,0.368421053,0.578947368,2.526315789,1.157894737,0.210526316,3.499682698,0.383458647,4.52,3.5,4.88,NA,4.52,0.48,0.177,0.647,0.308,2.04,10.35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485246718
disrupt,3.791666667,1.819,2.75,2.5,2.45,3.8,NA,3,3.294117647,0,0.235294118,0.764705882,0,2.470588235,1.277777778,2.777777778,2.166666667,3.388888889,1.388888889,3.715333624,0.486956522,3.48,4.87,4.62,NA,3.48,1.52,0.265,0.64,0.349,2.05,9.17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547735333
disruption,4,1.716,2.75,2.6,2.39,NA,NA,NA,3.205128205,0.384615385,1.076923077,1.948717949,0.564102564,3.076923077,0.4,1,1.75,1.7,0.3,4.139691044,0.275,3.32,5.48,3.9,NA,3.32,1.68,0.235,0.735,0.436,1.98,9.44,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559506774
dissect,2.833333333,1.708,2.6,2.6,3.21,4.9,3.785714286,5,0.235294118,0,1.529411765,0.235294118,0.176470588,3.058823529,0,3,1.888888889,0.111111111,0,3.182343421,0.584269663,3.95,5.43,5.16,NA,3.95,1.05,0.367,0.75,0.595,NA,10.11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240372986
dissent,4.5,1.491,2.4,1.85,2.17,2.8,NA,2.2,2.875,0.3125,0.4375,1.125,0.3125,2.375,0.631578947,0.947368421,3.210526316,3.157894737,0.421052632,3.383331326,0.344537815,4.8,4,3.84,NA,4.8,0.2,0.3,0.655,0.407,1.68,11.44,12,4.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55883044
dissertation,3.619047619,1.792,3.65,2.9,2.81,NA,NA,NA,2.3125,0.375,0.6875,1.1875,0.375,3.1875,0.473684211,1.210526316,2,1.947368421,0.842105263,3.605160644,0.346153846,4.3,3.71,5.56,NA,4.3,0.7,0.312,0.575,0.575,1.03,14.73,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566200435
dissolve,2.208333333,1.982,2.95,2.35,3.15,4.1,1.96,3.73,0.75,0.5,1.4,0.25,0.4,3.55,0.111111111,0.722222222,1.111111111,1.666666667,0.111111111,3.636999475,0.481751825,5.43,3.36,4.67,5.43,NA,0.43,0.271,0.49,0.41,1.77,9.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50296241
dissuade,3.714285714,1.447,3.15,2.3,2.24,1.8,NA,2.09,3.411764706,0.294117647,0.294117647,1.588235294,0.117647059,2.235294118,0.294117647,0.882352941,2.117647059,3.411764706,0.411764706,3.801591506,0.414814815,4.11,3.35,4.96,NA,4.11,0.89,0.482,0.5,0.35,2,13.18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363756061
distant,2.72,2.643,2.4,2.35,2.75,3.7,1.8,3.1,0.947368421,0,0,0.578947368,0.052631579,4.157894737,0.75,0.9,2.25,0.5,0.6,4.17793645,0.724770642,4.74,2.95,3.56,NA,4.74,0.26,0.229,0.324,0.269,1.86,8.95,4,4.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625000536
distasteful,3.291666667,1.785,4.4,3.85,1.83,NA,NA,NA,2.333333333,1.555555556,0.888888889,1.944444444,0.833333333,3.166666667,0.428571429,1.142857143,2.380952381,2.666666667,0.666666667,3.845237485,0.21761658,3.17,5.05,3.92,NA,3.17,1.83,0.264,0.676,0.222,1.73,10.11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310991734
distilled,2.0625,1.518,2.75,2.45,2.93,NA,NA,NA,0.647058824,2.588235294,0.529411765,0.764705882,1.470588235,2.294117647,0.222222222,0.888888889,1.055555556,2.111111111,0.388888889,3.222343301,0.24822695,5.16,3.11,4.68,5.16,NA,0.16,0.427,0.573,0.5,1.42,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442656636
distraction,2.944444444,2.303,2.6,2.4,2.46,NA,NA,NA,3.210526316,0.263157895,1.263157895,1.947368421,1.052631579,3.631578947,1.05,1.3,4.1,1.95,1,4.507345194,0.296296296,4.05,3.94,4,NA,4.05,0.95,0.402,0.557,0.39,1.93,9.58,6,4.061,3.76,3.33,3.58,3.19,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476120055
distress,4.434782609,2.571,2.55,2.4,2.66,3.9,3.142857143,4.18,2.95,0.1,0.55,4.15,0.2,3.3,1.222222222,1.388888889,3.333333333,2,1.555555556,5.107768821,0.36,3.25,4,3.9,NA,3.25,1.75,0.073,0.84,0.396,1.77,11.16,6,3.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568266809
distribute,4.16,1.887,2.8,3.6,2.77,NA,NA,NA,1.125,0,2.375,0.625,0,3.4375,0.65,3.05,1.75,0.8,0.5,3.818637655,0.454545455,5.05,3.72,4.82,5.05,NA,0.05,0.643,0.596,0.709,1.76,10.32,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57392782
disturbance,4,2.305,3.8,3.45,2.7,NA,NA,NA,3.789473684,0.157894737,1.263157895,2.684210526,0.578947368,3.736842105,1,1.04,2.32,1.24,0.92,5.041673376,0.297413793,2.68,5.19,3.3,NA,2.68,2.32,0.146,0.907,0.404,1.85,9.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557275176
