Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
capability,3.736842105,1.851,3.3,3.3,1.93,NA,NA,NA,1.19047619,0.095238095,0.333333333,1.666666667,0.047619048,1.904761905,1.55,1.95,2.75,1.45,1.25,2.367235412,0.354545455,6.63,4.29,6.6,6.63,NA,1.63,0.833,0.571,0.73,1.72,9.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615279555
capacity,3.32,2.617,2.8,2.7,3.1,NA,1.8,NA,1.052631579,0.052631579,1.736842105,1.210526316,0.052631579,4.052631579,1,1.95,2.55,1.4,1.2,4.212277232,0.490322581,5.14,3.67,6.08,5.14,NA,0.14,0.719,0.411,0.806,2.08,9.83,6,4.177,3,3.61,3,3.16,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660645962
capitalist,5.291666667,1.898,3.2,3.45,2.89,NA,NA,NA,1.705882353,0.117647059,0.235294118,0.470588235,0.058823529,2.117647059,0.578947368,1.157894737,2.368421053,1.947368421,0.631578947,2.442958348,0.4375,5.24,3.08,5.3,5.24,NA,0.24,0.352,0.577,0.821,1.07,12.65,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559350967
capitalize,4.05,1.398,3.1,3.35,2.29,NA,NA,NA,0.473684211,0,0.052631579,0.578947368,0,2.842105263,0.285714286,1.238095238,2.095238095,0.666666667,0.285714286,2.854451381,0.72,5.95,3.91,6.12,5.95,NA,0.95,0.771,0.601,0.885,1.77,7.84,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443925023
captivity,4.636363636,1.813,3.1,3.55,2.76,NA,NA,NA,1.157894737,0,0.421052632,1.052631579,0,3,1.6,1.95,2,1.75,1.65,3.100083595,0.53271028,3.14,5.09,2.89,NA,3.14,1.86,0.225,0.493,0.387,1.38,9.06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556504548
caravan,4.48,1.875,2.65,2.7,4.37,NA,4.217391304,NA,1.842105263,0.263157895,1.263157895,0.526315789,0.473684211,3.789473684,0.789473684,0.842105263,1.368421053,0.210526316,0.631578947,3.978087032,0.432258065,5.86,3.8,5.59,5.86,NA,0.86,0.635,0.559,0.455,1.66,9.28,6,4.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543429732
carcass,2,1.903,2.55,1.95,4.46,5.9,4.043478261,5.1,0.193548387,0.35483871,1.35483871,0.322580645,2.580645161,3.387096774,0.838709677,1.612903226,1.64516129,0.612903226,0.967741935,3.884555,0.38976378,2.85,4.85,4.42,NA,2.85,2.15,0.115,0.529,0.309,1.42,12.25,10,4.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415618896
cardigan,1.826086957,1.477,3.15,3.7,4.96,NA,6.130434783,NA,0.05,0,3.25,0.35,0.2,4.3,0.142857143,3.047619048,1.619047619,0.19047619,3.285714286,4.847192551,0.527607362,5.95,3.24,5.44,5.95,NA,0.95,0.599,0.324,0.264,1.42,10.11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358875126
cardiology,3.708333333,NA,NA,NA,3.25,NA,NA,NA,1.111111111,0,0.777777778,1.055555556,0.055555556,2.111111111,0.444444444,0.722222222,1.5,0.833333333,3.888888889,2.316286274,0.413043478,4.76,3.32,5.44,NA,4.76,0.24,0.203,0.545,0.605,NA,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
careful,4.083333333,3.744,2.55,2.6,1.86,NA,NA,NA,1.888888889,0.388888889,1.388888889,2.555555556,0.277777778,2.722222222,1.315789474,1.894736842,2.789473684,1.684210526,1.052631579,3.592417089,0.265060241,6.32,2.95,5.83,6.32,NA,1.32,0.625,0.538,0.53,2.11,5.09,2,2.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605545878
careless,5.208333333,2.401,2.3,1.9,1.78,NA,NA,NA,1.5625,0.5,1,1.9375,0.5625,2.625,1.692307692,2.076923077,3.461538462,1.769230769,1.538461538,3.123674438,0.259541985,3.53,4.27,3.62,NA,3.53,1.47,0.255,0.431,0.125,1.85,8.37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438927948
caretaker,5.739130435,2.1,3.35,3.9,4.24,NA,5.071428571,NA,2.111111111,0.055555556,0.722222222,0.555555556,0.111111111,3.777777778,0.75,1.9,2.2,0.9,0.55,3.997361944,0.507575758,6.17,3.4,4.52,6.17,NA,1.17,0.714,0.531,0.759,1.65,9.75,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538953245
carnal,4.2,1.792,1.9,1.95,2.72,2.5,1.875,2.89,2.2,1.066666667,2.933333333,3.466666667,1.4,3.2,0.705882353,1.117647059,3.176470588,1.882352941,1.705882353,4.852702826,0.168224299,5.16,6.24,5.17,5.16,NA,0.16,0.417,0.679,0.421,1.3,12.29,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34546259
carnival,5.833333333,2.561,2.8,3.15,4.68,NA,5.125,NA,3,0.833333333,0.833333333,0.5,1.722222222,3.666666667,2.736842105,2.526315789,3,2.315789474,2.105263158,4.35657876,0.3,6.48,5.22,5.55,6.48,NA,1.48,0.927,0.888,0.555,1.63,6.95,4,3.343,NA,NA,NA,NA,NA,4.8571,1,0.9286,0.3214,0.5714,1.8929,0.8929,4.6786,0.4286,4.9286,0.2143,0.3214,0.2857,1.1071,2.75,0.584593952
carpenter,4.304347826,2.487,3.05,3.05,4.41,NA,5.464285714,NA,2.764705882,0,0.647058824,0,0.235294118,4.058823529,1.1,3.05,2.25,0.4,1.2,4.452697906,0.526717557,5.94,3.05,5.12,5.94,NA,0.94,0.521,0.55,0.519,1.67,7.39,2,5.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603624403
carriage,3.4,2.582,2.5,2.05,4.86,6.1,5.08,3.5,2.058823529,0,2.529411765,0.058823529,0.176470588,3.764705882,1.421052632,1.736842105,2.263157895,0.052631579,1.052631579,4.277633015,0.438356164,6.1,2.52,6,6.1,NA,1.1,0.65,0.538,0.491,1.39,5.84,2,2.969,NA,NA,NA,NA,NA,2,0.1379,0.5172,0.1034,0.0345,2.7586,1.1724,2.6897,0.2414,2.3793,0.0345,0.069,0.1034,0.3103,0.8966,0.583425462
carrier,3.875,2.514,1.8,1.8,4.2,NA,3.956521739,NA,0.578947368,0,0.947368421,0.263157895,0.105263158,3.368421053,1.421052632,2.315789474,1.105263158,0.578947368,1.526315789,3.399385537,0.64,5.19,2.96,5.1,5.19,NA,0.19,0.533,0.588,0.638,1.71,8.26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624167085
carsick,2.818181818,1.505,2.85,2.85,3.75,NA,2.636363636,NA,1.75,0.5625,0.6875,4.6875,1.25,2.25,0.631578947,0.736842105,2.842105263,2.842105263,1.947368421,4.962423385,0.368715084,2.48,4.04,3.21,NA,2.48,2.52,0.224,0.574,0.255,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216806233
cartel,5.421052632,1.819,1.75,2.35,3.3,3.5,2.52173913,2,2.066666667,0,0.333333333,0.2,0,2.066666667,0.421052632,1.421052632,2.315789474,1.526315789,0.789473684,2.606049178,0.442857143,3.7,3.76,3.92,NA,3.7,1.3,0.438,0.394,0.602,1.17,14.06,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480082721
cartridge,2.052631579,1.699,3.1,3.05,4.78,6.2,5.12,3.18,0.588235294,0,2.588235294,0,0.235294118,3.647058824,0.944444444,2.833333333,1.444444444,0.277777778,0.722222222,4.042560671,0.516666667,5.05,3.06,5.54,5.05,NA,0.05,0.458,0.5,0.407,1.47,10.95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567019045
cascade,1.863636364,1.518,2.7,2.7,3.83,4.7,1.608695652,3.64,2.5625,0.625,1.25,0.875,0.75,3.9375,0.6,0.8,2,0.3,0.3,4.329633234,0.33125,6.24,3.59,6.76,6.24,NA,1.24,0.735,0.509,0.395,1.67,12.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557613492
cashmere,1.65,1.892,3.05,2.8,4.72,5.3,4.875,4.33,0.388888889,0.222222222,4.388888889,0.611111111,0.611111111,2.777777778,0.619047619,2.476190476,1,0.285714286,2.285714286,4.740053054,0.462962963,6.62,3.8,5.05,6.62,NA,1.62,0.653,0.452,0.439,1.17,13.05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337189019
casserole,2.181818182,1.935,3.85,3.15,4.87,NA,5.88,NA,0.473684211,4.263157895,1.789473684,0.684210526,3.789473684,4,0.047619048,2.476190476,1.571428571,3.80952381,0.380952381,5.86799644,0.252631579,6,3,6.08,6,NA,1,0.57,0.36,0.328,0.88,7.32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344050258
castle,3.043478261,3.041,1.85,1.5,4.96,6.7,4.307692308,4.55,0.5,0,1.55,0.05,0.15,4.7,0.736842105,0.842105263,1.526315789,0.315789474,0.157894737,4.757426978,0.676258993,6.42,4.72,6.35,6.42,NA,1.42,0.68,0.396,0.718,1.5,5.8,2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649313688
casualty,3.75,2.143,2.95,3.2,2.85,NA,NA,NA,1.8125,0.125,0.6875,1.125,0.5,3.4375,1.705882353,2.411764706,2.411764706,1.647058824,1.705882353,3.645537164,0.430894309,3.33,6.3,4.1,NA,3.33,1.67,0.235,0.274,0.132,1.68,12.84,10,4.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552897632
catalogue,2.875,2.037,NA,NA,4.36,NA,5.916666667,NA,1.315789474,0.157894737,1.894736842,0.263157895,0.105263158,3.736842105,0.15,2.75,2.65,0.65,0.35,3.942612596,0.485915493,4.85,3.73,6.11,NA,4.85,0.15,0.647,0.327,0.533,1.44,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575288296
catalyst,2.238095238,1.613,2.9,2.6,2.85,NA,NA,NA,1.722222222,0.222222222,0.666666667,0.833333333,0.277777778,2.444444444,0.210526316,0.631578947,1.736842105,0.894736842,0.052631579,2.742266474,0.36036036,5.3,3.38,4.65,5.3,NA,0.3,0.604,0.509,0.585,1.76,12.56,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55587101
catapult,2.130434783,1.505,3.55,3.75,4.43,NA,4.84,NA,0.611111111,0,0.833333333,0.277777778,0,3,1,1.947368421,1.684210526,0.631578947,0.789473684,3.030371515,0.635294118,5.25,5.52,5.29,5.25,NA,0.25,0.48,0.83,0.649,1.41,10.56,8,5.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426090032
catastrophe,4.260869565,2.104,4.9,4.4,2.96,NA,NA,NA,2.15,0.2,0.4,1,0.25,3.65,1.555555556,1.833333333,3,2,1.388888889,3.90730878,0.450980392,2.7,5.64,2.5,NA,2.7,2.3,0.146,0.952,0.67,1.84,11.15,10,4.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51118964
catastrophic,3.695652174,1.819,5.25,5.25,2.76,NA,NA,NA,3.217391304,0,1.260869565,2.347826087,0.304347826,3.826086957,1.25,1.333333333,3.041666667,1.458333333,1.166666667,4.707030912,0.349206349,2.05,6.25,2.28,NA,2.05,2.95,0.071,0.934,0.598,1.86,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557510674
catchy,3.363636364,2.041,2,1.9,1.79,NA,NA,NA,3.473684211,0,0.263157895,1.315789474,0,1.315789474,0.473684211,1.052631579,2.473684211,1.157894737,0.578947368,3.595710682,0.545454545,5.22,4,5.6,5.22,NA,0.22,0.677,0.441,0.462,0.99,8.74,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496223062
catholic,6.25,NA,NA,NA,2.93,NA,NA,NA,2.157894737,0.315789474,0.578947368,1.473684211,0.421052632,2.105263158,0.5,0.7,2.85,1.15,0.55,2.83890092,0.26119403,4.95,2.83,4.17,NA,4.95,0.05,0.646,0.24,0.575,1.31,7.84,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64825809
catwalk,3.695652174,1.568,2.9,3.05,4.15,NA,4.652173913,NA,0.2,0,0.7,0.1,0,4.05,3.052631579,1.421052632,1.421052632,0.368421053,1.526315789,4.057140783,0.801980198,5.65,4.52,5.95,5.65,NA,0.65,0.698,0.436,0.464,1.2,10.32,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358451694
cauldron,2.130434783,1.398,3.85,3,4.61,NA,4.8,NA,1,0.4,2.066666667,0,1.133333333,3.333333333,0.476190476,2.333333333,1.285714286,0.333333333,0.333333333,3.643899328,0.420168067,4.91,4.41,4.89,NA,4.91,0.09,0.51,0.486,0.418,1.68,9.61,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416188657
cauliflower,2.291666667,1.462,4.7,4.5,5,NA,5.269230769,NA,0.3125,4.3125,3,0.625,2.75,4.25,0.4,2.2,2,4.2,1.05,5.896747712,0.262295082,5.35,2.29,5.87,5.35,NA,0.35,0.448,0.255,0.231,1.01,6.18,4,3.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332673222
cause,3.636363636,4.199,1.75,1,2.43,1.8,1.608695652,2.08,1.388888889,0,0.277777778,0.777777778,0,2.5,1,1.789473684,2.526315789,1.789473684,0.578947368,2.658823081,0.505617978,5.14,3.48,5.17,5.14,NA,0.14,0.469,0.373,0.486,2.13,5.84,2,NA,3.33,3.75,3.06,4.2,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670834959
cease,2.272727273,2.649,1.6,1,2.39,2.7,NA,1.9,1.789473684,0.210526316,1,0.736842105,0,2.105263158,1.736842105,2.105263158,2.684210526,2.157894737,1.368421053,2.544302375,0.36036036,3.95,3.64,5.17,NA,3.95,1.05,0.388,0.25,0.42,2.09,9.26,8,4.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574080229
ceiling,1.454545455,2.63,1.85,1.05,4.85,6.6,2.5,3.6,0.416666667,0,1.541666667,0.041666667,0,4.333333333,0.45,1.05,2.35,0.45,0.5,4.398672387,0.684210526,5.39,2.75,5.16,5.39,NA,0.39,0.52,0.224,0.366,1.58,4.75,2,3.941,1.76,2.67,2.03,1.65,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579657376
celebrate,6.19047619,3.103,2.45,2.7,2.9,NA,NA,NA,2.9,0.5,0.85,2,0.5,3,1.684210526,2.473684211,3.105263158,2.578947368,1.736842105,3.9203652,0.256410256,7.84,6.73,6.12,7.84,NA,2.84,0.917,0.857,0.859,1.86,6.21,2,3.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601279795
celebration,6.409090909,2.703,2.8,3,3.47,NA,NA,NA,3.529411765,1.176470588,1.058823529,2.235294118,0.882352941,3.470588235,2.9375,3.6875,3.4375,3.5625,2.375,4.648374856,0.214285714,7.53,5.9,7,7.53,NA,2.53,0.939,0.824,0.88,1.81,7.05,2,3.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620146573
celebrity,6.136363636,2.572,3.25,3.25,3.28,NA,NA,NA,3.222222222,0,0.611111111,0.166666667,0,4.111111111,0.25,0.75,3.05,1.1,0.5,4.690142685,0.506849315,5.42,4.86,4.67,5.42,NA,0.42,0.76,0.619,0.855,1.55,8.11,6,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616664708
cellist,3.409090909,1.342,2.65,2.75,4.31,NA,4.869565217,NA,3.928571429,0,1,0.071428571,0.071428571,3.071428571,1,2.615384615,2.153846154,0.384615385,0.846153846,4.491471447,0.48245614,5.84,3.85,5.25,5.84,NA,0.84,0.667,0.5,0.486,NA,11.55,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558120251
cellophane,1.277777778,1.633,4.8,3,4.54,NA,4.703703704,NA,1.714285714,0,3.357142857,0.071428571,0.357142857,4.5,0.333333333,3,1.388888889,0.277777778,0.277777778,5.117805119,0.45,5.05,3.64,4.81,5.05,NA,0.05,0.648,0.282,0.289,1.5,11.47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29457882
censor,3.181818182,1.633,2.05,1.55,3,4.2,2.333333333,2.45,2.222222222,0.277777778,0.444444444,0.444444444,0.277777778,3.055555556,0,0.863636364,2.545454545,1.954545455,0.227272727,3.411962936,0.41322314,4.1,4.45,4.15,NA,4.1,0.9,0.344,0.276,0.538,1.51,9.74,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473414004
census,5.45,1.851,2,1.8,3.3,4.1,1.791666667,2.5,2.1875,0.375,0.625,0.375,0.375,3.1875,0.15,0.5,1.3,0.4,0.05,3.510319776,0.394736842,4.91,3.54,4.91,NA,4.91,0.09,0.449,0.289,0.553,1.3,11.14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578155398
centipede,1.565217391,1.362,3.8,3.8,4.79,NA,5.25,NA,0.578947368,0.052631579,2,0.473684211,0.263157895,4.210526316,0.571428571,1.666666667,2.619047619,0.380952381,0.19047619,4.361460164,0.548611111,3.95,4.82,3.84,NA,3.95,1.05,0.296,0.399,0.361,NA,7.39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280364484
central,3.416666667,3.101,2.5,2.5,2.71,4.4,1.62962963,2.91,0.928571429,0.071428571,1.142857143,1.357142857,0.357142857,3.071428571,0.421052632,0.736842105,1.789473684,0.842105263,0.736842105,3.233686312,0.432989691,5.33,3.5,5.76,5.33,NA,0.33,0.64,0.356,0.621,2.13,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684640288
century,3.52173913,3.027,2.55,3.05,2.83,NA,1.304347826,NA,1.55,0.1,0.05,0.55,0.1,1.8,0.4,0.4,1.05,0.65,0.45,2.134456128,0.421686747,5.36,3.19,4.68,5.36,NA,0.36,0.407,0.347,0.735,1.8,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667136133
ceramics,1.833333333,1.477,3.35,3.15,4.62,NA,5.458333333,NA,0.333333333,0,3,0,0.166666667,3.277777778,0.9,3.55,2.15,1.35,0.6,3.963364327,0.483606557,5.21,2.86,6,5.21,NA,0.21,0.573,0.25,0.373,1.21,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562204361
ceremony,5.857142857,2.907,3.55,3.5,3.57,NA,3.037037037,NA,3.647058824,0.529411765,0.764705882,0.941176471,0.823529412,3.882352941,2.157894737,2.368421053,2.894736842,2,2.157894737,4.777073227,0.316666667,6.38,3.83,5.67,6.38,NA,1.38,0.76,0.559,0.761,1.73,7.11,6,NA,3.82,3.4,4.31,3.31,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637968659
certifiable,3.904761905,1.613,4.05,5.8,2.07,NA,NA,NA,1.2,0.05,0.55,0.8,0.1,1.8,0.315789474,0.631578947,2.368421053,1.421052632,0.315789474,2.019762414,0.388888889,5.16,4.68,4.71,5.16,NA,0.16,0.714,0.427,0.662,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159726903
certified,3.523809524,2.143,2.65,2.85,2.52,NA,NA,NA,1.157894737,0.421052632,0.526315789,0.263157895,0.368421053,2.947368421,0.45,0.75,2.35,0.7,0.35,3.016385052,0.472222222,6.06,4.57,6.52,6.06,NA,1.06,0.781,0.422,0.806,1.67,10.58,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596405923
certify,3.347826087,1.415,2.6,2.75,2.55,NA,NA,NA,2.411764706,0.352941176,1,0.411764706,0.411764706,3.235294118,0.263157895,0.947368421,2.263157895,1.368421053,0.315789474,3.661199716,0.368421053,5.89,3.62,5.93,5.89,NA,0.89,0.866,0.4,0.746,1.5,11.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44367668
challenger,5.217391304,1.892,3.45,3.5,2.68,NA,NA,NA,2.147058824,0.117647059,0.794117647,1,0.117647059,3.117647059,1.060606061,1.575757576,2.575757576,1.878787879,0.939393939,3.467851344,0.411290323,5.33,4.74,5.12,5.33,NA,0.33,0.417,0.755,0.652,1.39,8.37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563542128
champ,5.142857143,2.888,1.6,1.65,3.29,4.6,3.32,2.9,0.866666667,0,0.4,0.933333333,0.066666667,2.6,2.238095238,2.476190476,2.761904762,1.714285714,1.952380952,2.673275275,0.534246575,6.35,5.04,6.56,6.35,NA,1.35,0.854,0.754,0.896,1.23,7.53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528203249
championship,5.565217391,2.7,5.1,5.2,3.23,NA,NA,NA,1.882352941,0,0.647058824,0.882352941,0.058823529,3,1.636363636,2,2.5,1.272727273,1.409090909,3.259427377,0.463636364,6.74,6.9,6.4,6.74,NA,1.74,0.833,0.8,0.88,1.15,9.37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61076057
chance,3.304347826,4.09,1.75,1.7,1.64,2.1,NA,1.83,0.888888889,0.222222222,0.694444444,1.972222222,0.194444444,1.5,0.27027027,0.432432432,2.567567568,0.324324324,0.243243243,2.295886182,0.324873096,6.05,4.3,5.25,6.05,NA,1.05,0.833,0.551,0.525,2.08,7.78,4,3.471,3.56,3.91,3.38,3.3,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661500335
chancellor,5.9,2.324,3.65,3,4.2,NA,3.291666667,NA,2.375,0.0625,0.6875,0.25,0.3125,3.0625,0.65,1.05,1.55,1.25,0.7,3.489512077,0.444444444,4.91,3.67,5.04,NA,4.91,0.09,0.646,0.5,0.887,1.38,11.45,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59353894
change,3.818181818,4.088,1.8,2.35,2.89,3.2,2.96,2.18,2.833333333,0.722222222,1.777777778,1.777777778,0.666666667,4.055555556,1.8,1.95,2.5,2.05,1.65,4.662529402,0.286384977,5.09,4.05,5.81,5.09,NA,0.09,0.625,0.575,0.606,2.18,4.26,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687784493
channel,3.181818182,3.095,2.05,1.75,4.18,5.6,2.583333333,3,1.705882353,0,0.352941176,0.705882353,0.058823529,3.176470588,1.05,2.05,2.8,1.35,0.95,3.344501069,0.529411765,5.67,2.68,5.52,5.67,NA,0.67,0.49,0.287,0.405,1.72,5.79,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661703765
character,5.434782609,3.289,3,2.85,2.93,NA,NA,NA,2,0.111111111,0.722222222,1.111111111,0.555555556,2.833333333,0.761904762,1.238095238,2.333333333,1.571428571,0.761904762,3.196697983,0.371212121,6.14,4.35,7.37,6.14,NA,1.14,0.667,0.373,0.686,1.87,6.47,6,NA,3,3,4,5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676739216
